img_fName,img_w,img_h,bbx_xtl,bbx_ytl,bbx_xbr,bbx_ybr,class_label
1fec7aa9-97ac-48e8-a01a-2672abdccad8.jpeg,2742,2981,607,432,2420,2126,culex
35c5de1c-6519-4110-b190-6a66b4715758.jpeg,1200,1600,399,608,680,837,albopictus
54405f7f-7e44-49c1-950f-e5b027f60c45.jpeg,3024,4032,1396,1351,2449,2069,albopictus
139b2749-dd51-4011-8874-35ba81ce2e31.jpeg,1024,1365,452,601,635,803,culex
0d7099a8-eaee-4065-bad3-1c0b1f65a9b8.jpeg,768,1024,303,235,497,541,albopictus
490f0abe-d73b-44d0-9f82-3b5a24511ec0.jpeg,3024,4032,482,1044,2402,2804,japonicus/koreicus
05cd4f03-23a9-45f1-aa95-51d86908f371.jpeg,768,1024,294,253,469,419,culex
5161f41a-3017-4e39-8dd9-e56442bb986e.jpeg,1440,2880,35,763,1266,2196,albopictus
2b34e4d0-dc97-44da-a3ca-d29b4bdda858.jpeg,2448,3264,706,1396,1130,1744,albopictus
4f5e101f-2a0e-44cd-8eef-86a3794824c4.jpeg,2736,3648,526,2178,1442,2995,albopictus
32da9212-5b48-4019-a780-c411130d6745.jpeg,768,1024,224,272,435,534,albopictus
46708c16-4e56-4451-ada1-6f7654b8d338.jpeg,5312,2988,2128,500,3577,1908,albopictus
19619659-3ea1-4063-ac49-98e51aeff192.jpeg,3000,4000,591,270,2433,2843,albopictus
2d7ea44e-f24f-4d6d-a473-8fbbd0d9a718.jpeg,1024,2106,428,864,641,1087,culex
003e481f-c3d8-4094-b7b9-cf0b08456595.jpeg,1448,1437,538,472,917,968,albopictus
15bf482d-ac28-4aaf-b6cc-1a6cac431fa9.jpeg,1213,1172,339,483,783,825,albopictus
10f2b39b-ac44-4cb5-a05e-eec1e1175bb7.jpeg,2976,3968,724,1627,1303,2247,albopictus
1a41dc21-4b8b-4129-a978-2439558a9dde.jpeg,3000,4000,599,1151,2046,2771,culex
4639fd25-ec3d-4026-9908-90e6370b262c.jpeg,900,1600,347,569,702,939,albopictus
4b51947a-afd8-4484-a30b-8c0640c81da0.jpeg,3024,4032,521,1451,2335,3338,albopictus
16c9c8bc-d19b-4c19-989f-1c8b043a030a.jpeg,1908,4032,86,396,1352,1726,culex
1fb2759f-a058-440c-8031-439163b5548b.jpeg,720,960,280,425,360,517,albopictus
1fb47642-bfd5-42b4-a07e-9e17f99850f2.jpeg,1024,1365,210,680,573,1100,culex
4444ecca-c4db-4bc5-88ad-eb31baaed0ab.jpeg,2992,2992,1143,700,2209,1577,culex
40b987b5-63a9-4e1c-b613-781544bbb23a.jpeg,3000,3000,1453,1234,2974,2349,albopictus
3419e54d-c118-4924-a53b-e2c90ffb8cbe.jpeg,1729,920,602,253,1220,831,albopictus
02c9bb84-f6dd-4b58-98f9-3cb65f24368c.jpeg,3104,1746,948,354,1295,647,albopictus
1eb0d75f-733f-4922-b8f9-ae75e6f698c1.jpeg,632,631,245,430,344,550,albopictus
155365fa-527d-4ab5-be9f-2d37805baab6.jpeg,1236,830,464,312,696,592,albopictus
167e2b05-88ed-4f91-b3f1-43bb54cf92bd.jpeg,3120,4160,878,2388,2372,3761,culex
45303405-2055-4da2-a058-730e9dbe620d.jpeg,768,1024,34,150,709,934,culex
13bd96ba-44be-4471-8ccb-9e2c2ef10f58.jpeg,1024,2219,433,1117,692,1332,culex
2838bccf-51db-4c31-9de1-439066f41c1a.jpeg,768,1024,286,386,403,522,culex
051693cd-3955-42c3-887e-3ebd486d4317.jpeg,2207,2164,856,937,1327,1421,culex
4a2cff36-f8e5-4c38-88c5-aeae764fa805.jpeg,1944,2592,558,921,1837,2006,culex
269fbf7d-5f3a-4276-b7f6-7845b13b3c2b.jpeg,2592,4608,878,2061,1484,2561,albopictus
4c2d4118-5261-4f0e-89c4-4446d677bac3.jpeg,1024,1365,335,429,717,902,culex
2f80a744-91f9-41f8-9ff9-e6f8abafaa93.jpeg,768,1280,348,578,521,715,albopictus
05580e54-1e8e-4e7c-b6f5-851fa96fbc36.jpeg,3024,4032,823,1970,1852,3113,albopictus
3245f358-eaba-4819-bd35-e8a4199a89f4.jpeg,2976,3968,656,1696,1829,2612,albopictus
53fb35f8-0f61-4d0c-9705-40e0d92c3f1f.jpeg,1125,1124,526,309,753,574,albopictus
2dcd060d-1f86-41cd-a8de-51960925134c.jpeg,1312,1612,325,501,810,914,culex
4bc4b76d-c820-4d7b-bd4f-c046c0be25a6.jpeg,3024,4032,235,852,981,1682,albopictus
45ac5982-1d0c-4eb1-9e30-66d492e1d7c7.jpeg,3456,4608,1347,2240,2182,3188,culex
4d33da6b-2da4-4f2d-a947-0a7d6fcb787f.jpeg,4000,3000,1493,821,2677,1728,albopictus
283bbafd-fd05-49f5-9dac-167737e4b45e.jpeg,3024,4032,776,1420,2478,3125,culex
42dfd497-58e7-4aef-9c03-855e4e2b28d0.jpeg,1440,1920,333,644,709,911,albopictus
04aa7853-9b14-4cd4-8203-3fe4d01213db.jpeg,768,1024,355,541,463,656,culex
4af7075c-2e25-478e-ba0a-2a970e186dbc.jpeg,768,1024,172,349,430,638,culex
47dcdf25-0674-495b-959e-657b3e6cf18c.jpeg,768,1024,193,352,363,518,anopheles
3b7ab2c5-a3d3-418f-becd-b69ac393e434.jpeg,2448,3264,768,1546,1161,1885,albopictus
1e5996e5-5834-442d-9aad-17aa1d53caec.jpeg,1200,1600,491,632,692,911,albopictus
30fbf35d-eb2f-462d-92e1-7b0179fd3740.jpeg,3024,4032,655,546,2145,1885,albopictus
3be3826b-7165-4da4-ac95-0290a063f7d5.jpeg,515,453,166,89,374,353,albopictus
410e08d8-f801-4412-9365-cc1865344835.jpeg,2560,1920,925,708,1779,1175,albopictus
342ff8da-b007-430f-8283-5aa7c03ebdb4.jpeg,1200,1600,525,563,799,753,culex
2a3d85f9-0d0d-4cf3-8da4-e5cb358ba58e.jpeg,944,720,343,173,664,685,albopictus
54f66714-4bdb-41fe-9bc7-9e59da006331.jpeg,3000,4000,1144,1820,2110,2657,culex
3bd681bd-fd02-4876-ae0b-34a967d7f7e0.jpeg,1024,1820,359,972,578,1193,culex
29d943c3-ef56-4e31-88cc-ffd0ba7104d1.jpeg,3024,4032,1338,1948,1636,2280,albopictus
0d5919ad-20fc-4496-85c9-ef2866ee819a.jpeg,4032,2268,739,480,2691,1883,albopictus
1735917a-46da-4999-a24c-bba7ad689bf8.jpeg,4160,3120,2240,1294,2743,1906,albopictus
0cf9d6ec-db9c-44d6-9d2d-88c64fd332f9.jpeg,2592,1168,1176,36,2008,1065,albopictus
316663e2-973b-4d2b-986a-fa66c1223eb4.jpeg,3000,4000,378,1555,1758,2476,albopictus
1f22bb8c-7e63-416f-8fcd-abae07b7bdb7.jpeg,1200,1200,350,587,840,1051,albopictus
22d8f94f-590e-45e3-a190-db3eddd518f4.jpeg,2976,3968,963,1359,1853,2183,albopictus
3b596d56-3f1c-447e-918a-4f83a5386bf9.jpeg,819,614,221,114,487,362,albopictus
445ee63d-e963-4aab-862c-8f0ededa12ba.jpeg,1024,2106,392,490,671,763,culex
5291e796-6852-4a84-928a-125541348454.jpeg,3264,2448,1854,1000,2150,1380,albopictus
3067cee3-cbcc-4329-875b-aa5fc4bb2e38.jpeg,3000,4000,1212,1918,1471,2203,culex
4d6a76ce-ba73-4c39-89b9-253c6f55482c.jpeg,3024,4032,1447,2245,1723,2471,albopictus
56c61071-6bfc-4099-b04b-791a6b8997d1.jpeg,2976,3968,658,1708,1515,2660,albopictus
4a387ce3-3159-4e6b-93ff-1228ec6515f8.jpeg,1365,1024,497,274,814,495,albopictus
3e8b5ce3-9fe7-4be2-86f0-c4e1b85cf4cc.jpeg,3024,4032,1007,1634,1636,2233,culiseta
1b33488b-4fd3-43b5-9377-e5b086c34ba0.jpeg,3024,4032,1537,2086,1944,2574,culex
03dc2cad-31f0-4473-a9ce-0d4ba7caa8c8.jpeg,1024,1820,162,46,878,758,culex
4baaf21d-a3a6-4569-8564-6a497becbaf2.jpeg,3840,5120,1084,1941,2145,2982,albopictus
4e34573c-d140-4c6c-a480-8f83f7c76df3.jpeg,4000,3000,1294,514,3391,1880,culex
3091685b-5e2c-4eb9-887e-569031a6885d.jpeg,768,1024,178,291,581,708,culex
065f03d7-48db-4168-8aa2-7e482c31e3b1.jpeg,768,1024,309,475,502,674,culex
3aee06d0-cd9f-4a7a-864a-6a669c3c55b9.jpeg,3024,4032,1627,1941,1948,2257,culex
4679674a-ab6c-4520-b790-2e16c35c600a.jpeg,3000,4000,852,1671,2006,2358,culex
09b399a5-1e90-4a79-9057-8a9a94e60ef1.jpeg,1636,1343,546,366,970,1051,culex
09f2fb24-90fa-4667-8ff0-2837d9e2e97b.jpeg,1225,1426,252,137,1003,1058,culiseta
3fdffd6f-5454-43ae-aa22-0e2dfa15ea6f.jpeg,768,1024,315,377,459,524,culex
434bd2da-b8f5-48df-98c4-aacd7fc553e3.jpeg,5333,3000,2052,1416,2474,1804,albopictus
2c454739-22ef-4e1e-8c9f-5f48b848713f.jpeg,3024,4032,988,1611,1588,2638,albopictus
46c466da-a475-4dcc-a1f3-26ba330d5549.jpeg,3024,4032,689,2179,1777,3212,albopictus
460d8d46-2f01-4c0d-8f18-49dadb309388.jpeg,1200,1200,448,559,767,801,albopictus
4634af2f-3d3f-4b8d-a46e-67255cd2bf46.jpeg,2160,3840,664,1908,1049,2311,albopictus
548b8297-0efb-43f9-a856-f9a8632654ac.jpeg,3024,4032,1201,1694,1718,2155,albopictus
06dc336f-db99-4ab8-8088-263bbcd2dad2.jpeg,1024,1365,434,661,688,894,culex
5233b8ce-6b05-4ff8-8a86-fe7594489e00.jpeg,1080,720,242,115,845,673,culiseta
2643d2bb-5b19-432a-b317-1c943869e107.jpeg,4624,3472,1019,1662,2222,3013,culex
10ce9bbf-0a88-431f-962f-551ec77457d9.jpeg,2988,3984,1271,1587,1704,2201,albopictus
2734582f-da53-4a20-9787-5e04fe557730.jpeg,3024,3024,662,558,2157,2337,albopictus
1af5b343-80a4-4970-a9f7-d641ae9b719e.jpeg,3456,4608,531,2375,2315,3174,culex
0b13e363-28a6-4ef9-8a1d-9aa987ed1ad3.jpeg,2448,3264,864,1209,1685,2126,albopictus
12ca2956-8404-4f79-b709-b5575dc24b5e.jpeg,1932,2576,457,1057,1193,1595,culex
360fe4b4-c35e-477d-b65a-58200c6c84bb.jpeg,240,320,12,40,180,290,culiseta
4ef2541e-7721-4c58-b3a4-55490a9b3fa0.jpeg,3024,4032,1127,1807,2228,2766,culex
3e6919ce-b31b-45bb-92fe-b53a5e0d2cce.jpeg,4032,3024,1179,749,2326,2150,albopictus
3194ef2d-dd72-43ab-aed9-b237937d0a78.jpeg,1024,1365,582,775,803,945,culex
5050cde7-4544-49d0-82ef-dcca471f06db.jpeg,3000,4000,601,723,2243,2621,culex
47105a34-1f63-4532-a38b-92c2476cb79e.jpeg,768,1024,343,378,482,537,culex
2b933915-dac3-4ec1-8bbc-156e70b903e4.jpeg,706,886,223,223,570,571,culex
20d0fd7b-928d-4972-8fc4-ed84f552e953.jpeg,1024,1818,395,593,587,795,albopictus
491f3247-937c-4b84-b76d-8c453af1cee1.jpeg,854,854,193,207,453,523,japonicus/koreicus
20c35fe3-42c3-45a1-97c7-79500770a37e.jpeg,4032,3024,1790,1246,2246,1766,albopictus
33bbdff6-05da-4a9b-816d-21529d39d92e.jpeg,4000,3000,1050,826,2717,2602,albopictus
38174ab4-8c33-46cf-b2ac-b19c4a22c751.jpeg,3264,2448,1522,763,1984,1354,culex
0df08feb-bd58-4288-ba02-c42bb4f9ff2d.jpeg,2250,4000,907,1644,1832,2423,culex
514467fc-45f9-4eb8-a7a2-00522b9beb15.jpeg,3024,4032,784,1346,2311,3305,culiseta
1614aa42-7c67-4140-a5fd-af358c359c27.jpeg,2128,1689,813,112,1679,1532,culex
1966f57b-93d1-488c-a31d-5d3245a54055.jpeg,1960,4032,746,1430,1960,3088,albopictus
34189589-b3cf-4a84-87c3-c071d71a0440.jpeg,768,1024,247,471,390,589,culex
11e434aa-34f1-4f21-81c5-6b299af9eb43.jpeg,4000,2000,869,10,3079,1810,culex
417cacf4-c423-4b33-bf9a-d82e708d11ec.jpeg,3024,4032,114,348,2826,3045,culiseta
3567e681-3adc-47fe-93c4-902e428822f5.jpeg,2592,1936,594,716,1491,1217,culiseta
112b3885-8364-4e06-b7ab-e3704fe6b72d.jpeg,768,1024,302,603,403,703,culex
51beaede-8209-48ef-bb61-36c302fac479.jpeg,768,1024,306,622,524,807,albopictus
2ecf13dc-a7e5-4dca-9c64-7b1ae3796899.jpeg,1600,1200,254,229,1600,1119,culiseta
4e945cc2-69e5-43e9-8466-32c8fc8658e0.jpeg,2976,3968,744,766,1540,1648,culex
3a12cd77-fb19-4aa4-90b4-ea25d714e54b.jpeg,3024,4032,833,1690,1497,2385,albopictus
104a0706-cb7e-4c18-9ac9-79cf7f36a571.jpeg,1134,2016,445,892,588,1050,albopictus
42aa55b8-160d-43a2-b3d8-6e49d185304c.jpeg,3024,4032,1331,1769,1743,2358,culex
0c47214a-7bce-4065-a756-95691d3afc16.jpeg,1218,1301,326,290,1003,971,culex
25cb6e65-db27-4265-abee-08a1498ff78c.jpeg,3920,2204,400,44,2621,1647,albopictus
33a551d1-c081-4330-88fe-b513d9c98c86.jpeg,904,1600,207,416,705,857,albopictus
4de485b4-3900-43c5-8402-b4f1cc956bdd.jpeg,900,2000,100,273,748,1130,culex
2aae9638-65e5-49d2-89ae-1d8a67cb7286.jpeg,4032,3024,1930,1195,2537,1842,culex
0736745a-3fa7-4594-9378-a0465da6bb49.jpeg,4000,2250,1212,702,2282,1520,albopictus
222ac242-4c4c-4d07-8d3d-3ecf9b17b31e.jpeg,1848,4000,243,843,1639,2193,japonicus/koreicus
5466bd10-7917-4921-823e-62523ee2894b.jpeg,1381,1300,221,151,1243,1236,culex
3682ac68-11fe-4f9c-b7ff-bc47e7d748e7.jpeg,768,1024,254,264,398,429,culex
4c99dfe2-fb77-4fab-a5ff-ecfd59a72aab.jpeg,2048,1536,140,0,1677,1294,japonicus/koreicus
07c395a6-a476-4d9e-acc4-0fc4640faefe.jpeg,1536,1152,583,404,808,642,albopictus
0e6cc2f0-f243-43e6-a20f-34b256cc6ef1.jpeg,4000,3000,1489,825,2395,1541,culiseta
1a19ae75-2471-4112-8a6f-5c23d1ec8c12.jpeg,768,1024,158,259,662,777,albopictus
3364b34c-b5b7-40f3-8a5e-2fe38af3dc4f.jpeg,2106,1759,714,494,1605,1692,albopictus
391ebb1f-8593-47b7-b332-3b655af84d0e.jpeg,3024,4032,895,1877,1443,2330,culex
513a55cc-25cb-404e-a95d-0cfb53c968c8.jpeg,3000,4000,764,1239,2042,2484,culex
3af0d9b7-fcfd-41c3-84d2-71e5790b67e1.jpeg,3024,4032,1688,1411,2400,2267,albopictus
42c2302f-82ef-4102-afb5-ca708237e59b.jpeg,2576,1932,581,557,1173,926,culex
274ee10c-3a7b-480b-8b04-09c99f63483e.jpeg,1024,1820,181,518,520,959,albopictus
18e13b52-8352-4878-9310-da0e60e2ccf8.jpeg,4608,3456,234,419,3232,2369,culex
449e4891-6d84-47e7-baa6-8c3d1255349e.jpeg,768,1024,84,502,213,679,culex
17c1d3b3-54ea-41fd-8042-0c78b720bcd9.jpeg,1800,4000,336,1086,1384,2546,japonicus/koreicus
3e5ad7f0-a351-414a-9c75-0bbcea0bee6d.jpeg,1440,2560,11,483,1354,1626,albopictus
27d0e208-d574-49d4-a549-8a3adf1732d4.jpeg,3024,4032,382,349,3024,3919,culex
379a149f-3ed2-4f3d-81da-644528ec892f.jpeg,1024,2273,535,974,718,1262,culex
0ebbb54d-0450-49fd-aeb0-7cbe5f594e76.jpeg,3456,4608,1299,2659,1803,3111,culex
23c6b7d6-d25c-4b16-ae92-6d7eb96e6b5d.jpeg,3024,4032,1017,1913,1781,2381,albopictus
073e1edd-2215-4181-a7e8-73c5e9dd194b.jpeg,2072,4608,558,1644,1047,2241,culex
4803f0e6-7709-4dae-9786-4b3b5ce26396.jpeg,1813,1813,511,416,1233,1006,culiseta
21560748-73ed-4b13-b785-3548905254cb.jpeg,900,1600,97,464,683,1087,albopictus
0ea74f69-2c8e-4736-a9c7-c0f20e48b2a8.jpeg,768,1024,214,371,528,634,albopictus
10bc7891-cc37-485b-89b4-15b046573ce1.jpeg,877,877,373,180,657,486,albopictus
3987c825-3dcc-4dfa-a4ce-27645fbe81bd.jpeg,1024,2273,423,930,705,1240,culex
24209329-97dd-4995-8583-f7cd3968473e.jpeg,720,1280,107,354,544,781,albopictus
26cb4494-ec90-4eab-be00-cef60784319c.jpeg,3024,4032,813,979,1914,2909,albopictus
3c1c305a-0628-4c6d-990b-ba7fd3d63ee3.jpeg,3024,4032,1373,193,1815,628,culex
3c55cf12-c8d5-429a-b224-4969d306c83a.jpeg,1365,1024,651,440,766,529,albopictus
56cbfed1-4ad5-449e-ab34-409fc5a916b4.jpeg,772,1029,210,258,630,766,culex
4dac1fb8-8cc3-4cd1-8ba7-0727124cd476.jpeg,1800,4000,652,2012,943,2238,culex
48d6e5e2-be09-4bd7-a8a3-c9010026884a.jpeg,1024,2221,51,834,301,1081,albopictus
200aab50-4cce-4b38-a035-9859371e4e59.jpeg,3024,4032,1194,1972,2279,2859,albopictus
1357fe5f-964e-4f54-b678-accc543f935d.jpeg,3024,4032,555,1520,2050,2711,culex
19db49e7-2c1c-4d78-8cf3-23bed8a10b27.jpeg,1160,2576,363,695,827,1143,albopictus
1aa2fb82-4032-42a1-9b38-832d4c239539.jpeg,1152,2560,154,789,876,1422,anopheles
1d4c783e-ffd8-40ca-8768-9ba73925649a.jpeg,3024,4032,668,1404,1950,2666,japonicus/koreicus
510f3511-83b5-4aef-be53-200a8cf5cf72.jpeg,1024,1365,76,345,840,770,culiseta
4a8ae817-cbf6-4fd9-9f9f-9ccaa199e0f1.jpeg,3000,4000,437,1461,2265,3045,culex
4690574b-d992-4816-9e1b-0098ba2ae338.jpeg,4032,3024,1652,1158,2853,2213,albopictus
1ccfe452-9e0b-4cd0-a80b-10c8ad45225f.jpeg,2976,2976,345,1384,1861,2513,aegypti
0b68a462-6154-4445-af62-baed716167b6.jpeg,1024,1820,318,609,542,841,culex
16158fe3-e50d-46ef-9ecd-92865c54332c.jpeg,768,1024,318,415,510,632,culex
13bd4482-8ab1-4822-83f2-23a3dc37b7c5.jpeg,2592,1166,286,163,1403,1024,albopictus
008b8a9c-dae2-4a58-accf-33165472de6e.jpeg,3000,4000,1285,2509,2011,3706,albopictus
3dc623dd-73b9-4486-acb5-15418928f20f.jpeg,1024,2219,372,769,517,970,culex
518140a8-fc76-4a34-9c4a-0c3a3961ee4e.jpeg,1024,1365,338,361,602,682,albopictus
0ad3eaa0-3cee-4318-a36c-5500b7a9b0bd.jpeg,1016,1462,30,301,975,1262,albopictus
574fdda2-47c5-4fc4-a2f5-d9bf3337752f.jpeg,1024,1820,349,746,702,1026,culex
11aa74a5-c1be-49a3-9b7b-20aaace98e4f.jpeg,3024,4032,845,928,2294,2300,albopictus
40c2e41e-667e-48d1-a5d1-341dac0c87c0.jpeg,621,643,96,224,397,524,albopictus
1cc93656-18dc-430c-afd7-9944e1aa2321.jpeg,768,1024,213,470,392,593,culex
3f90ee93-1d6d-4c2d-b9ba-3df144574716.jpeg,768,1024,348,571,504,731,albopictus
0f624563-3f38-4f0c-b5a2-1bb64d18dbcf.jpeg,1600,1200,683,317,921,562,albopictus
1cf0acf6-fddb-46ff-9355-9d7a9237c551.jpeg,1024,2273,54,425,381,824,culex
03ac8bed-1fb6-42ab-8252-b9ecbe9a6caa.jpeg,1024,1820,299,389,750,955,culex
25722d43-cd0b-4ac0-bbd0-f3730ba38d75.jpeg,3000,3000,943,363,2762,2094,culex
483f6ea4-b2fa-44e6-ba6f-90d3982fe159.jpeg,3384,6016,1145,2236,2417,3614,albopictus
380297c2-51f7-42ad-8181-afca6f951cf6.jpeg,4000,3000,1527,574,3531,2258,albopictus
4d945eec-efef-4773-87d0-a102ccb0e60c.jpeg,799,799,49,102,741,734,japonicus/koreicus
0cfd5135-7996-4181-919d-9de794e05950.jpeg,1936,2592,728,1290,1124,1563,albopictus
19401811-2635-4492-909c-312ae0f62429.jpeg,911,831,213,275,526,534,albopictus
27ad28eb-b871-4a9a-a18b-0d277489bc93.jpeg,3000,4000,884,1113,2478,2672,albopictus
07fed8bf-5d4f-4ba8-a4c9-f7b50d4ada5b.jpeg,492,1024,130,625,258,768,culex
279e4de4-44ef-44fd-8cc4-1efd8c751788.jpeg,1365,1024,359,301,807,852,japonicus/koreicus
0ad31287-d62f-4a96-8e21-6d2773797684.jpeg,783,595,52,36,643,540,culex
044f7df0-6362-45b9-bf0a-ec8bcc871af8.jpeg,3000,4000,414,1332,2064,3714,culex
2f58a611-ec00-487f-9613-a8f23200c2cf.jpeg,1024,2106,143,737,656,1351,culex
029c2194-af20-4af2-873d-b6a170989c59.jpeg,4000,3000,1064,975,2042,2011,culex
2cac172d-24a4-4ac0-ad12-51e1c45d58c7.jpeg,3000,4000,1173,1390,2470,2908,albopictus
223f4665-5350-437e-8d0d-13e4b1ad21bc.jpeg,1600,1062,1152,662,1441,845,culex
2db0c764-5464-48a0-813d-0507fa482269.jpeg,1500,2000,297,659,1341,1772,culex
515e52e4-36e7-417a-b062-ce6c4dca501b.jpeg,3024,4032,1043,1826,1577,2348,albopictus
414d66d0-28da-469f-8072-12d7987fad59.jpeg,1024,1365,289,376,488,638,culiseta
3b4be863-f0d2-4a74-8961-16cd59ffb7e9.jpeg,1088,599,276,52,728,506,albopictus
34a0c0df-b22b-4f9b-b111-8fc375fad2f5.jpeg,3000,4000,126,614,2762,3019,culex
3522c298-e711-4baa-9f85-945176f3bcf0.jpeg,4608,2592,1854,1025,2356,1665,culex
0007be26-2988-425d-bbd1-c74d5bb2da7e.jpeg,4128,3096,919,873,1774,1873,albopictus
1f8f8b12-f6a5-484b-8eca-aa54e6376bbf.jpeg,1365,1024,728,431,902,561,culex
3ddb047c-6cbe-4d79-98d0-ba11e0822933.jpeg,3024,4032,1186,1966,1532,2306,culex
50e8c2dc-bf3e-4252-8c68-dfa9ee070495.jpeg,3000,4000,511,616,1870,2672,albopictus
03329508-6a6f-4848-b4de-563ccb5d1007.jpeg,581,596,75,110,448,553,culex
03bc39c7-3c85-4a28-951c-fd8795e4b7e4.jpeg,3024,4032,483,1156,2496,3482,culex
35706878-7dcf-4e82-99f5-3dc2c00c3849.jpeg,2448,3264,998,1488,1559,2432,culex
3f00d0c6-ebad-4fef-a0ba-754aeb039be3.jpeg,3968,2976,1722,443,3002,1849,albopictus
1a7474c6-6e4e-4a7c-af9f-189bdbd4f0a3.jpeg,577,798,7,0,559,798,aegypti
10412594-3352-4661-89fc-b292933f757d.jpeg,5312,2988,1974,874,2462,1406,albopictus
0681dcbd-384b-45ca-aca0-ad4ae5c62d56.jpeg,1365,1024,684,567,791,661,culex
1a89a567-af2f-4c06-9dbd-5eb6145ed932.jpeg,768,1024,366,439,637,720,culex
4dadc6f6-60df-48e6-9ed2-c2dc02fe4a85.jpeg,616,734,205,164,478,523,albopictus
48a35d8a-82ba-48e9-a5bf-75de45e46da4.jpeg,429,313,0,48,402,286,albopictus
3893ebca-d33f-497b-a161-b814292ccf38.jpeg,1944,2592,686,701,1022,1072,albopictus
295d1c1d-a083-4dc2-8e28-5c6639be99d9.jpeg,2896,5152,1192,2240,1611,2851,culex
4bb95db5-dab9-4480-8d48-91ffb6d49bc1.jpeg,3840,5120,1196,1801,2291,3319,japonicus/koreicus
2cea3b1b-5c05-46dc-844e-1e722a0234a6.jpeg,2448,3264,663,1059,1900,2038,albopictus
4bb13a72-5c6d-49c7-9701-7fdceb5663a8.jpeg,768,1024,357,363,488,495,culex
43cca7ff-a116-49ec-a58a-864534deaf93.jpeg,3000,3000,1049,607,2428,1756,culex
57051ee4-be51-46fe-b587-a800a2b03860.jpeg,2432,3284,369,651,1885,2274,albopictus
161d3561-95f4-411d-8e6d-29a570299e66.jpeg,3024,4032,331,1045,2406,3677,albopictus
1768269c-acc3-4914-a1e3-8594c6d2041d.jpeg,3000,4000,1302,2156,1628,2491,albopictus
260f5cef-50a5-4e2e-bc94-4819f03b0283.jpeg,2176,4608,523,1464,1871,3163,culex
419ee809-aa53-4216-b78b-7f2de8eb61b8.jpeg,2496,2761,740,954,1647,1781,albopictus
120b30b0-c7db-4f0a-bead-a30424a65453.jpeg,1024,2272,877,401,1185,640,culex
303d2f5c-fc15-4450-ad29-a965e5411f44.jpeg,3120,4208,1338,2039,1772,2444,albopictus
51620b48-df86-4a55-a563-12ef9a472a4a.jpeg,3000,4000,1645,1876,2328,2399,albopictus
3abf07e1-d1a9-45a3-8a75-707361e4a2dc.jpeg,1024,1820,317,584,555,840,culex
178ce4be-8423-4d16-89c6-0a0fd7189ff3.jpeg,768,1024,212,552,350,688,culex
32eb931b-58b9-476b-bb58-05af5416e297.jpeg,3024,4032,68,1172,960,2523,culex
26bdbfb5-ecf3-4401-ba3b-a9ed3b472cae.jpeg,3000,4000,720,1345,1505,2144,culex
259c4627-bd39-425a-b05d-e96625b748be.jpeg,1024,1024,67,134,794,665,culex
054f07b2-e5e5-4db5-aaa6-74d6ae8549b9.jpeg,2396,2935,1061,1297,1469,1760,culex
1eae94da-f879-4529-af57-569c06d7e250.jpeg,3024,4032,1351,1942,1766,2319,albopictus
0cd860b4-4346-449a-ba53-37c08a5583d9.jpeg,768,1024,185,210,716,732,culex
14d99357-5365-40e8-829e-807cdd60082a.jpeg,3472,3472,70,1118,2256,3283,albopictus
13fc2c26-8fbe-4f58-95c9-a3f1179cdabc.jpeg,1024,2275,266,462,855,990,culiseta
39140ad2-7499-4270-8f1c-0f5dc116f272.jpeg,768,1024,466,370,573,511,culex
38ec78c2-ccda-4717-ae2f-cccc794d5174.jpeg,3264,2448,1223,992,1718,1411,albopictus
3306a969-283c-49db-8986-f34590f4e006.jpeg,3456,4608,930,857,2320,2584,albopictus
2f79981d-86c7-475c-a192-9f4bda65d491.jpeg,3006,5344,403,2262,1761,3579,albopictus
4f39695c-231a-4f95-957c-361d2e63d353.jpeg,3000,4000,860,1522,1744,2778,culiseta
4fb111a0-27ed-4ebb-b5a4-3fa47b80bfc9.jpeg,2129,1024,625,532,1003,922,culex
575d9604-2cd5-46b0-88df-7baa49e27af8.jpeg,3456,4608,1907,2829,2278,3191,albopictus
099e8dc3-7f61-4351-87a0-6b9f086b9242.jpeg,1024,1365,406,874,673,1271,culex
3a899d66-984b-4cde-baa8-9e97e0bb2a16.jpeg,2160,3840,781,840,2080,2744,culex
280474a3-5011-4e1b-a232-739dd4306b35.jpeg,1200,1600,179,676,709,1325,albopictus
2f65aa9c-9ba9-412b-80a1-d68168e2adff.jpeg,1070,1024,371,287,620,500,culex
48abe62f-aa9e-4d6b-87ba-d5fbe01f0164.jpeg,3120,4160,1347,2271,1981,2828,albopictus
01d5db15-18f7-4312-9d66-6fbd320d6d92.jpeg,618,1037,78,326,359,682,culex
14270465-8cd2-4e76-9906-9a8aed21bf40.jpeg,3024,4032,1190,1898,2049,2676,culiseta
4079d1c5-3809-4e36-ab98-93acad7bac8a.jpeg,1024,1365,425,654,573,778,culex
45d6d871-ffe3-4b8d-baee-7bad5075efad.jpeg,1200,1600,614,907,1088,1354,culex
391643d6-e89b-4bcb-a2b9-279bbfac9b6e.jpeg,431,575,34,86,337,444,culex
2185fa7c-f949-48e6-963a-e29c1ae57c3d.jpeg,750,1334,104,396,525,960,albopictus
05d465a7-7861-4452-bd5c-7c049c394960.jpeg,1338,842,429,237,1016,599,culex
019b751c-eee4-479d-92a4-7e18d455b473.jpeg,2736,4864,993,1954,1640,2776,albopictus
